region_id,year,ecozone,ecosystem,action,top_count,top5_frequency
649,2027,Boreal Shield,forest,protect,0,0.0
650,2027,Prairies,wetland,protect,0,0.0
651,2027,Mixedwood Plains,wetland,protect,0,0.0
652,2027,Pacific Maritime,forest,protect,0,0.0
653,2027,Boreal Plains,forest,protect,0,0.0
654,2027,Mixedwood Plains,forest,protect,0,0.0
655,2027,Prairies,grassland,protect,0,0.0
656,2027,Mixedwood Plains,riparian,protect,0,0.0
657,2027,Boreal Plains,forest,protect,0,0.0
658,2027,Atlantic Maritime,wetland,protect,0,0.0
659,2027,Prairies,grassland,protect,0,0.0
660,2027,Boreal Plains,riparian,protect,0,0.0
661,2027,Mixedwood Plains,grassland,protect,0,0.0
662,2027,Boreal Plains,grassland,protect,0,0.0
663,2027,Boreal Shield,riparian,protect,0,0.0
664,2027,Prairies,grassland,protect,0,0.0
665,2027,Pacific Maritime,forest,protect,0,0.0
666,2027,Hudson Plains,forest,protect,0,0.0
667,2027,Montane Cordillera,forest,protect,0,0.0
668,2027,Boreal Plains,forest,protect,0,0.0
669,2027,Prairies,grassland,protect,0,0.0
670,2027,Boreal Shield,forest,protect,0,0.0
671,2027,Atlantic Maritime,wetland,protect,0,0.0
672,2027,Montane Cordillera,forest,protect,0,0.0
673,2027,Pacific Maritime,grassland,protect,0,0.0
674,2027,Atlantic Maritime,forest,protect,83,0.27666666666666667
675,2027,Prairies,peatland,protect,2,0.006666666666666667
676,2027,Mixedwood Plains,riparian,protect,0,0.0
677,2027,Taiga Plains,peatland,protect,0,0.0
678,2027,Boreal Shield,riparian,protect,0,0.0
679,2027,Prairies,grassland,protect,0,0.0
680,2027,Boreal Shield,grassland,protect,0,0.0
681,2027,Boreal Plains,forest,protect,0,0.0
682,2027,Boreal Shield,forest,protect,0,0.0
683,2027,Taiga Plains,wetland,protect,60,0.2
684,2027,Pacific Maritime,forest,protect,0,0.0
685,2027,Prairies,riparian,protect,19,0.06333333333333334
686,2027,Prairies,grassland,protect,0,0.0
687,2027,Montane Cordillera,forest,protect,0,0.0
688,2027,Hudson Plains,wetland,protect,0,0.0
689,2027,Atlantic Maritime,forest,protect,0,0.0
690,2027,Boreal Plains,forest,protect,0,0.0
691,2027,Mixedwood Plains,forest,protect,0,0.0
692,2027,Boreal Plains,riparian,protect,300,1.0
693,2027,Prairies,grassland,protect,59,0.19666666666666666
694,2027,Mixedwood Plains,riparian,protect,21,0.07
695,2027,Taiga Plains,peatland,protect,19,0.06333333333333334
696,2027,Hudson Plains,forest,protect,0,0.0
697,2027,Atlantic Maritime,forest,protect,0,0.0
698,2027,Pacific Maritime,peatland,protect,13,0.043333333333333335
699,2027,Boreal Plains,forest,protect,0,0.0
700,2027,Boreal Plains,riparian,protect,0,0.0
701,2027,Prairies,wetland,protect,0,0.0
702,2027,Boreal Shield,wetland,protect,0,0.0
703,2027,Mixedwood Plains,riparian,protect,0,0.0
704,2027,Boreal Plains,forest,protect,0,0.0
705,2027,Atlantic Maritime,forest,protect,0,0.0
706,2027,Hudson Plains,riparian,protect,0,0.0
707,2027,Hudson Plains,wetland,protect,0,0.0
708,2027,Taiga Plains,peatland,protect,0,0.0
709,2027,Taiga Plains,peatland,protect,0,0.0
710,2027,Montane Cordillera,forest,protect,0,0.0
711,2027,Pacific Maritime,peatland,protect,6,0.02
712,2027,Hudson Plains,peatland,protect,0,0.0
713,2027,Mixedwood Plains,wetland,protect,0,0.0
714,2027,Hudson Plains,peatland,protect,10,0.03333333333333333
715,2027,Boreal Plains,forest,protect,0,0.0
716,2027,Atlantic Maritime,forest,protect,0,0.0
717,2027,Boreal Shield,wetland,protect,0,0.0
718,2027,Pacific Maritime,riparian,protect,0,0.0
719,2027,Montane Cordillera,forest,protect,0,0.0
720,2027,Taiga Plains,wetland,protect,0,0.0
721,2027,Taiga Plains,peatland,protect,0,0.0
722,2027,Boreal Shield,peatland,protect,0,0.0
723,2027,Montane Cordillera,forest,protect,0,0.0
724,2027,Boreal Shield,forest,protect,0,0.0
725,2027,Boreal Shield,peatland,protect,0,0.0
726,2027,Boreal Plains,forest,protect,0,0.0
727,2027,Boreal Shield,forest,protect,0,0.0
728,2027,Taiga Plains,forest,protect,0,0.0
729,2027,Taiga Plains,wetland,protect,276,0.92
730,2027,Prairies,grassland,protect,0,0.0
731,2027,Boreal Shield,grassland,protect,0,0.0
732,2027,Boreal Shield,wetland,protect,0,0.0
733,2027,Prairies,grassland,protect,0,0.0
734,2027,Boreal Shield,riparian,protect,0,0.0
735,2027,Pacific Maritime,forest,protect,0,0.0
736,2027,Boreal Plains,forest,protect,0,0.0
737,2027,Boreal Plains,riparian,protect,0,0.0
738,2027,Prairies,grassland,protect,0,0.0
739,2027,Prairies,grassland,protect,0,0.0
740,2027,Boreal Shield,peatland,protect,0,0.0
741,2027,Boreal Shield,forest,protect,0,0.0
742,2027,Mixedwood Plains,wetland,protect,0,0.0
743,2027,Boreal Shield,forest,protect,0,0.0
744,2027,Taiga Plains,forest,protect,0,0.0
745,2027,Taiga Plains,peatland,protect,53,0.17666666666666667
746,2027,Prairies,grassland,protect,0,0.0
747,2027,Taiga Plains,peatland,protect,0,0.0
748,2027,Hudson Plains,grassland,protect,0,0.0
749,2027,Mixedwood Plains,riparian,protect,8,0.02666666666666667
750,2027,Boreal Plains,forest,protect,5,0.016666666666666666
751,2027,Prairies,grassland,protect,0,0.0
752,2027,Boreal Plains,forest,protect,0,0.0
753,2027,Taiga Plains,forest,protect,0,0.0
754,2027,Pacific Maritime,riparian,protect,2,0.006666666666666667
755,2027,Boreal Plains,forest,protect,0,0.0
756,2027,Prairies,peatland,protect,9,0.03
757,2027,Montane Cordillera,grassland,protect,0,0.0
758,2027,Boreal Shield,forest,protect,0,0.0
759,2027,Taiga Plains,forest,protect,0,0.0
760,2027,Pacific Maritime,forest,protect,0,0.0
761,2027,Boreal Shield,wetland,protect,0,0.0
762,2027,Boreal Shield,peatland,protect,1,0.0033333333333333335
763,2027,Boreal Shield,forest,protect,0,0.0
764,2027,Mixedwood Plains,riparian,protect,0,0.0
765,2027,Boreal Shield,grassland,protect,0,0.0
766,2027,Boreal Plains,grassland,protect,0,0.0
767,2027,Boreal Shield,forest,protect,0,0.0
768,2027,Boreal Shield,forest,protect,0,0.0
769,2027,Atlantic Maritime,grassland,protect,0,0.0
770,2027,Boreal Plains,forest,protect,0,0.0
771,2027,Atlantic Maritime,wetland,protect,0,0.0
772,2027,Atlantic Maritime,peatland,protect,0,0.0
773,2027,Mixedwood Plains,forest,protect,0,0.0
774,2027,Boreal Shield,peatland,protect,0,0.0
775,2027,Mixedwood Plains,riparian,protect,0,0.0
776,2027,Atlantic Maritime,peatland,protect,0,0.0
777,2027,Boreal Shield,forest,protect,0,0.0
778,2027,Hudson Plains,grassland,protect,0,0.0
779,2027,Mixedwood Plains,wetland,protect,165,0.55
780,2027,Boreal Plains,peatland,protect,0,0.0
781,2027,Mixedwood Plains,riparian,protect,0,0.0
782,2027,Taiga Plains,peatland,protect,0,0.0
783,2027,Atlantic Maritime,forest,protect,0,0.0
784,2027,Montane Cordillera,forest,protect,0,0.0
785,2027,Prairies,peatland,protect,0,0.0
786,2027,Hudson Plains,peatland,protect,0,0.0
787,2027,Prairies,grassland,protect,0,0.0
788,2027,Hudson Plains,peatland,protect,0,0.0
789,2027,Atlantic Maritime,forest,protect,0,0.0
790,2027,Boreal Plains,peatland,protect,6,0.02
791,2027,Prairies,riparian,protect,0,0.0
792,2027,Prairies,grassland,protect,0,0.0
793,2027,Boreal Shield,peatland,protect,1,0.0033333333333333335
794,2027,Boreal Shield,wetland,protect,0,0.0
795,2027,Prairies,grassland,protect,0,0.0
796,2027,Boreal Shield,forest,protect,0,0.0
797,2027,Boreal Shield,peatland,protect,0,0.0
798,2027,Pacific Maritime,riparian,protect,0,0.0
799,2027,Pacific Maritime,wetland,protect,0,0.0
800,2027,Hudson Plains,riparian,protect,0,0.0
801,2027,Prairies,riparian,protect,0,0.0
802,2027,Mixedwood Plains,wetland,protect,0,0.0
803,2027,Atlantic Maritime,wetland,protect,1,0.0033333333333333335
804,2027,Boreal Shield,forest,protect,0,0.0
805,2027,Boreal Shield,riparian,protect,0,0.0
806,2027,Pacific Maritime,forest,protect,0,0.0
807,2027,Boreal Shield,forest,protect,0,0.0
808,2027,Taiga Plains,grassland,protect,0,0.0
809,2027,Montane Cordillera,forest,protect,0,0.0
810,2027,Boreal Shield,peatland,protect,108,0.36
811,2027,Boreal Shield,forest,protect,0,0.0
812,2027,Montane Cordillera,riparian,protect,0,0.0
813,2027,Atlantic Maritime,grassland,protect,0,0.0
814,2027,Boreal Shield,forest,protect,0,0.0
815,2027,Mixedwood Plains,riparian,protect,0,0.0
816,2027,Mixedwood Plains,forest,protect,0,0.0
817,2027,Atlantic Maritime,wetland,protect,0,0.0
818,2027,Atlantic Maritime,wetland,protect,5,0.016666666666666666
819,2027,Boreal Plains,grassland,protect,0,0.0
820,2027,Boreal Shield,forest,protect,0,0.0
821,2027,Atlantic Maritime,forest,protect,0,0.0
822,2027,Boreal Plains,peatland,protect,0,0.0
823,2027,Pacific Maritime,forest,protect,0,0.0
824,2027,Mixedwood Plains,wetland,protect,0,0.0
825,2027,Boreal Shield,forest,protect,0,0.0
826,2027,Atlantic Maritime,forest,protect,0,0.0
827,2027,Boreal Plains,grassland,protect,0,0.0
828,2027,Mixedwood Plains,forest,protect,0,0.0
829,2027,Boreal Plains,forest,protect,0,0.0
830,2027,Atlantic Maritime,riparian,protect,168,0.56
831,2027,Atlantic Maritime,forest,protect,0,0.0
832,2027,Prairies,grassland,protect,0,0.0
833,2027,Pacific Maritime,forest,protect,0,0.0
834,2027,Pacific Maritime,grassland,protect,208,0.6933333333333334
835,2027,Atlantic Maritime,peatland,protect,1,0.0033333333333333335
836,2027,Hudson Plains,grassland,protect,0,0.0
837,2027,Montane Cordillera,forest,protect,0,0.0
838,2027,Prairies,grassland,protect,0,0.0
839,2027,Taiga Plains,peatland,protect,0,0.0
840,2027,Boreal Shield,forest,protect,0,0.0
841,2027,Hudson Plains,wetland,protect,0,0.0
842,2027,Taiga Plains,forest,protect,0,0.0
843,2027,Prairies,riparian,protect,16,0.05333333333333334
844,2027,Boreal Shield,peatland,protect,0,0.0
845,2027,Mixedwood Plains,grassland,protect,0,0.0
846,2027,Prairies,grassland,protect,0,0.0
847,2027,Pacific Maritime,forest,protect,0,0.0
848,2027,Boreal Shield,forest,protect,0,0.0
849,2027,Montane Cordillera,forest,protect,0,0.0
850,2027,Boreal Shield,wetland,protect,0,0.0
851,2027,Boreal Plains,forest,protect,0,0.0
852,2027,Mixedwood Plains,riparian,protect,0,0.0
853,2027,Mixedwood Plains,riparian,protect,0,0.0
854,2027,Boreal Plains,forest,protect,0,0.0
855,2027,Taiga Plains,peatland,protect,17,0.056666666666666664
856,2027,Hudson Plains,forest,protect,0,0.0
857,2027,Mixedwood Plains,riparian,protect,0,0.0
858,2027,Prairies,riparian,protect,0,0.0
859,2027,Taiga Plains,riparian,protect,0,0.0
860,2027,Hudson Plains,wetland,protect,40,0.13333333333333333
861,2027,Hudson Plains,forest,protect,0,0.0
862,2027,Hudson Plains,wetland,protect,225,0.75
863,2027,Atlantic Maritime,forest,protect,0,0.0
864,2027,Boreal Shield,forest,protect,0,0.0
865,2027,Mixedwood Plains,forest,protect,0,0.0
866,2027,Mixedwood Plains,riparian,protect,12,0.04
867,2027,Hudson Plains,forest,protect,0,0.0
868,2027,Boreal Shield,forest,protect,0,0.0
869,2027,Boreal Plains,grassland,protect,99,0.33
870,2027,Hudson Plains,peatland,protect,0,0.0
871,2027,Boreal Shield,peatland,protect,5,0.016666666666666666
872,2027,Montane Cordillera,wetland,protect,257,0.8566666666666667
873,2027,Prairies,riparian,protect,116,0.38666666666666666
874,2027,Pacific Maritime,wetland,protect,0,0.0
875,2027,Mixedwood Plains,wetland,protect,0,0.0
876,2027,Prairies,grassland,protect,0,0.0
877,2027,Prairies,grassland,protect,0,0.0
878,2027,Atlantic Maritime,forest,protect,0,0.0
879,2027,Atlantic Maritime,forest,protect,0,0.0
880,2027,Prairies,wetland,protect,0,0.0
881,2027,Atlantic Maritime,peatland,protect,0,0.0
882,2027,Montane Cordillera,forest,protect,0,0.0
883,2027,Taiga Plains,forest,protect,0,0.0
884,2027,Boreal Plains,forest,protect,0,0.0
885,2027,Prairies,grassland,protect,0,0.0
886,2027,Prairies,grassland,protect,0,0.0
887,2027,Boreal Shield,wetland,protect,0,0.0
888,2027,Boreal Shield,grassland,protect,0,0.0
889,2027,Pacific Maritime,forest,protect,0,0.0
890,2027,Prairies,grassland,protect,0,0.0
891,2027,Montane Cordillera,forest,protect,0,0.0
892,2027,Boreal Plains,forest,protect,0,0.0
893,2027,Boreal Shield,wetland,protect,0,0.0
894,2027,Hudson Plains,grassland,protect,0,0.0
895,2027,Mixedwood Plains,forest,protect,0,0.0
896,2027,Boreal Plains,wetland,protect,0,0.0
897,2027,Boreal Plains,forest,protect,0,0.0
898,2027,Boreal Plains,wetland,protect,0,0.0
899,2027,Taiga Plains,peatland,protect,0,0.0
0,2028,Hudson Plains,peatland,protect,0,0.0
1,2028,Taiga Plains,wetland,protect,0,0.0
2,2028,Mixedwood Plains,forest,protect,0,0.0
3,2028,Pacific Maritime,forest,protect,0,0.0
4,2028,Boreal Shield,riparian,protect,159,0.53
5,2028,Montane Cordillera,wetland,protect,0,0.0
6,2028,Hudson Plains,peatland,protect,51,0.17
7,2028,Hudson Plains,forest,protect,0,0.0
8,2028,Boreal Shield,forest,protect,0,0.0
9,2028,Taiga Plains,wetland,protect,0,0.0
10,2028,Prairies,grassland,protect,0,0.0
11,2028,Mixedwood Plains,riparian,protect,41,0.13666666666666666
12,2028,Pacific Maritime,riparian,protect,0,0.0
13,2028,Hudson Plains,riparian,protect,4,0.013333333333333334
14,2028,Taiga Plains,riparian,protect,89,0.2966666666666667
15,2028,Boreal Plains,riparian,protect,0,0.0
16,2028,Atlantic Maritime,forest,protect,0,0.0
17,2028,Boreal Shield,forest,protect,0,0.0
18,2028,Hudson Plains,wetland,protect,0,0.0
19,2028,Pacific Maritime,forest,protect,0,0.0
20,2028,Hudson Plains,forest,protect,0,0.0
21,2028,Prairies,grassland,protect,0,0.0
22,2028,Montane Cordillera,forest,protect,0,0.0
23,2028,Mixedwood Plains,wetland,protect,0,0.0
24,2028,Hudson Plains,forest,protect,0,0.0
25,2028,Boreal Plains,forest,protect,0,0.0
26,2028,Taiga Plains,forest,protect,0,0.0
27,2028,Boreal Shield,grassland,protect,0,0.0
28,2028,Boreal Shield,wetland,protect,0,0.0
29,2028,Pacific Maritime,wetland,protect,0,0.0
30,2028,Hudson Plains,wetland,protect,0,0.0
31,2028,Montane Cordillera,forest,protect,0,0.0
32,2028,Prairies,grassland,protect,0,0.0
33,2028,Prairies,grassland,protect,0,0.0
34,2028,Taiga Plains,peatland,protect,0,0.0
35,2028,Boreal Plains,forest,protect,0,0.0
36,2028,Boreal Shield,riparian,protect,0,0.0
37,2028,Taiga Plains,forest,protect,0,0.0
38,2028,Boreal Plains,grassland,protect,0,0.0
39,2028,Pacific Maritime,forest,protect,0,0.0
40,2028,Taiga Plains,wetland,protect,0,0.0
41,2028,Mixedwood Plains,riparian,protect,0,0.0
42,2028,Pacific Maritime,forest,protect,0,0.0
43,2028,Prairies,grassland,protect,0,0.0
44,2028,Mixedwood Plains,wetland,protect,0,0.0
45,2028,Hudson Plains,wetland,protect,1,0.0033333333333333335
46,2028,Prairies,grassland,protect,0,0.0
47,2028,Boreal Plains,grassland,protect,0,0.0
48,2028,Pacific Maritime,riparian,protect,0,0.0
49,2028,Boreal Shield,forest,protect,0,0.0
50,2028,Boreal Plains,wetland,protect,0,0.0
51,2028,Boreal Shield,forest,protect,0,0.0
52,2028,Hudson Plains,wetland,protect,71,0.23666666666666666
53,2028,Pacific Maritime,forest,protect,0,0.0
54,2028,Pacific Maritime,riparian,protect,188,0.6266666666666667
55,2028,Hudson Plains,grassland,protect,0,0.0
56,2028,Taiga Plains,peatland,protect,0,0.0
57,2028,Atlantic Maritime,forest,protect,0,0.0
58,2028,Boreal Shield,forest,protect,0,0.0
59,2028,Boreal Shield,wetland,protect,0,0.0
60,2028,Pacific Maritime,forest,protect,0,0.0
61,2028,Taiga Plains,peatland,protect,0,0.0
62,2028,Atlantic Maritime,forest,protect,0,0.0
63,2028,Hudson Plains,forest,protect,0,0.0
64,2028,Pacific Maritime,riparian,protect,4,0.013333333333333334
65,2028,Atlantic Maritime,forest,protect,0,0.0
66,2028,Atlantic Maritime,riparian,protect,0,0.0
67,2028,Boreal Plains,forest,protect,0,0.0
68,2028,Boreal Shield,wetland,protect,0,0.0
69,2028,Taiga Plains,wetland,protect,300,1.0
70,2028,Boreal Plains,forest,protect,0,0.0
71,2028,Prairies,forest,protect,0,0.0
72,2028,Mixedwood Plains,forest,protect,0,0.0
73,2028,Boreal Plains,riparian,protect,0,0.0
74,2028,Boreal Shield,forest,protect,0,0.0
75,2028,Boreal Plains,wetland,protect,0,0.0
76,2028,Boreal Plains,forest,protect,0,0.0
77,2028,Pacific Maritime,forest,protect,0,0.0
78,2028,Atlantic Maritime,wetland,protect,0,0.0
79,2028,Hudson Plains,forest,protect,0,0.0
80,2028,Pacific Maritime,riparian,protect,0,0.0
81,2028,Prairies,grassland,protect,0,0.0
82,2028,Hudson Plains,peatland,protect,0,0.0
83,2028,Boreal Shield,forest,protect,0,0.0
84,2028,Boreal Shield,forest,protect,0,0.0
85,2028,Boreal Shield,riparian,protect,0,0.0
86,2028,Pacific Maritime,forest,protect,0,0.0
87,2028,Taiga Plains,forest,protect,0,0.0
88,2028,Boreal Shield,forest,protect,0,0.0
89,2028,Taiga Plains,peatland,protect,0,0.0
90,2028,Boreal Shield,wetland,protect,124,0.41333333333333333
91,2028,Pacific Maritime,peatland,protect,0,0.0
92,2028,Taiga Plains,peatland,protect,0,0.0
93,2028,Prairies,peatland,protect,0,0.0
94,2028,Boreal Plains,riparian,protect,0,0.0
95,2028,Pacific Maritime,forest,protect,0,0.0
96,2028,Prairies,grassland,protect,0,0.0
97,2028,Boreal Shield,forest,protect,0,0.0
98,2028,Boreal Shield,riparian,protect,0,0.0
99,2028,Montane Cordillera,forest,protect,0,0.0
100,2028,Mixedwood Plains,forest,protect,0,0.0
101,2028,Pacific Maritime,forest,protect,0,0.0
102,2028,Boreal Plains,forest,protect,0,0.0
103,2028,Montane Cordillera,forest,protect,0,0.0
104,2028,Hudson Plains,peatland,protect,0,0.0
105,2028,Pacific Maritime,forest,protect,0,0.0
106,2028,Taiga Plains,riparian,protect,0,0.0
107,2028,Boreal Plains,forest,protect,0,0.0
108,2028,Boreal Shield,peatland,protect,0,0.0
109,2028,Mixedwood Plains,wetland,protect,4,0.013333333333333334
110,2028,Taiga Plains,peatland,protect,2,0.006666666666666667
111,2028,Boreal Plains,wetland,protect,0,0.0
112,2028,Boreal Plains,forest,protect,0,0.0
113,2028,Atlantic Maritime,riparian,protect,0,0.0
114,2028,Boreal Shield,forest,protect,0,0.0
115,2028,Mixedwood Plains,forest,protect,0,0.0
116,2028,Hudson Plains,peatland,protect,0,0.0
117,2028,Pacific Maritime,grassland,protect,0,0.0
118,2028,Taiga Plains,forest,protect,0,0.0
119,2028,Atlantic Maritime,forest,protect,0,0.0
120,2028,Atlantic Maritime,grassland,protect,0,0.0
121,2028,Pacific Maritime,peatland,protect,4,0.013333333333333334
122,2028,Boreal Shield,riparian,protect,0,0.0
123,2028,Prairies,grassland,protect,0,0.0
124,2028,Boreal Shield,wetland,protect,0,0.0
125,2028,Taiga Plains,wetland,protect,19,0.06333333333333334
126,2028,Prairies,riparian,protect,298,0.9933333333333333
127,2028,Boreal Shield,forest,protect,0,0.0
128,2028,Boreal Shield,peatland,protect,0,0.0
129,2028,Atlantic Maritime,forest,protect,0,0.0
130,2028,Boreal Shield,wetland,protect,0,0.0
131,2028,Mixedwood Plains,grassland,protect,0,0.0
132,2028,Atlantic Maritime,forest,protect,0,0.0
133,2028,Prairies,riparian,protect,0,0.0
134,2028,Atlantic Maritime,forest,protect,0,0.0
135,2028,Boreal Shield,wetland,protect,103,0.3433333333333333
136,2028,Montane Cordillera,forest,protect,0,0.0
137,2028,Taiga Plains,wetland,protect,0,0.0
138,2028,Hudson Plains,peatland,protect,4,0.013333333333333334
139,2028,Boreal Shield,forest,protect,0,0.0
140,2028,Taiga Plains,forest,protect,0,0.0
141,2028,Taiga Plains,peatland,protect,28,0.09333333333333334
142,2028,Montane Cordillera,wetland,protect,0,0.0
143,2028,Atlantic Maritime,wetland,protect,0,0.0
144,2028,Taiga Plains,forest,protect,0,0.0
145,2028,Boreal Plains,forest,protect,0,0.0
146,2028,Prairies,wetland,protect,21,0.07
147,2028,Taiga Plains,peatland,protect,7,0.023333333333333334
148,2028,Taiga Plains,peatland,protect,0,0.0
149,2028,Boreal Shield,forest,protect,0,0.0
150,2028,Hudson Plains,peatland,protect,0,0.0
151,2028,Mixedwood Plains,forest,protect,0,0.0
152,2028,Boreal Shield,forest,protect,0,0.0
153,2028,Atlantic Maritime,forest,protect,0,0.0
154,2028,Boreal Shield,forest,protect,0,0.0
155,2028,Pacific Maritime,wetland,protect,0,0.0
156,2028,Boreal Plains,riparian,protect,0,0.0
157,2028,Pacific Maritime,forest,protect,0,0.0
158,2028,Pacific Maritime,forest,protect,0,0.0
159,2028,Hudson Plains,peatland,protect,132,0.44
160,2028,Boreal Shield,riparian,protect,0,0.0
161,2028,Mixedwood Plains,grassland,protect,0,0.0
162,2028,Boreal Plains,forest,protect,0,0.0
163,2028,Boreal Shield,wetland,protect,14,0.04666666666666667
164,2028,Atlantic Maritime,forest,protect,0,0.0
165,2028,Prairies,riparian,protect,0,0.0
166,2028,Hudson Plains,wetland,protect,0,0.0
167,2028,Hudson Plains,peatland,protect,0,0.0
168,2028,Prairies,forest,protect,0,0.0
169,2028,Montane Cordillera,forest,protect,0,0.0
170,2028,Boreal Plains,grassland,protect,0,0.0
171,2028,Taiga Plains,peatland,protect,41,0.13666666666666666
172,2028,Boreal Plains,forest,protect,0,0.0
173,2028,Montane Cordillera,riparian,protect,264,0.88
174,2028,Boreal Shield,grassland,protect,0,0.0
175,2028,Boreal Shield,forest,protect,0,0.0
176,2028,Taiga Plains,peatland,protect,0,0.0
177,2028,Montane Cordillera,forest,protect,0,0.0
178,2028,Mixedwood Plains,grassland,protect,0,0.0
179,2028,Hudson Plains,wetland,protect,0,0.0
180,2028,Mixedwood Plains,forest,protect,0,0.0
181,2028,Mixedwood Plains,riparian,protect,0,0.0
182,2028,Taiga Plains,riparian,protect,0,0.0
183,2028,Prairies,grassland,protect,0,0.0
184,2028,Hudson Plains,riparian,protect,0,0.0
185,2028,Pacific Maritime,peatland,protect,0,0.0
186,2028,Prairies,grassland,protect,0,0.0
187,2028,Boreal Shield,peatland,protect,0,0.0
188,2028,Hudson Plains,peatland,protect,0,0.0
189,2028,Boreal Plains,forest,protect,0,0.0
190,2028,Montane Cordillera,forest,protect,0,0.0
191,2028,Boreal Plains,wetland,protect,0,0.0
192,2028,Boreal Shield,forest,protect,0,0.0
193,2028,Mixedwood Plains,forest,protect,0,0.0
194,2028,Boreal Shield,wetland,protect,0,0.0
195,2028,Boreal Shield,forest,protect,0,0.0
196,2028,Atlantic Maritime,forest,protect,0,0.0
197,2028,Mixedwood Plains,riparian,protect,0,0.0
198,2028,Boreal Plains,grassland,protect,0,0.0
199,2028,Prairies,wetland,protect,0,0.0
200,2028,Hudson Plains,forest,protect,0,0.0
201,2028,Montane Cordillera,forest,protect,0,0.0
202,2028,Taiga Plains,peatland,protect,10,0.03333333333333333
203,2028,Boreal Shield,grassland,protect,0,0.0
204,2028,Boreal Shield,forest,protect,0,0.0
205,2028,Boreal Plains,peatland,protect,0,0.0
206,2028,Boreal Shield,forest,protect,0,0.0
207,2028,Pacific Maritime,forest,protect,0,0.0
208,2028,Boreal Shield,riparian,protect,0,0.0
209,2028,Taiga Plains,forest,protect,0,0.0
210,2028,Pacific Maritime,forest,protect,0,0.0
211,2028,Atlantic Maritime,forest,protect,0,0.0
212,2028,Boreal Plains,wetland,protect,0,0.0
213,2028,Hudson Plains,riparian,protect,0,0.0
214,2028,Pacific Maritime,riparian,protect,49,0.16333333333333333
215,2028,Hudson Plains,forest,protect,0,0.0
216,2028,Boreal Shield,forest,protect,0,0.0
217,2028,Boreal Shield,peatland,protect,0,0.0
218,2028,Mixedwood Plains,forest,protect,0,0.0
219,2028,Prairies,riparian,protect,0,0.0
220,2028,Boreal Plains,wetland,protect,0,0.0
221,2028,Taiga Plains,forest,protect,0,0.0
222,2028,Pacific Maritime,grassland,protect,0,0.0
223,2028,Montane Cordillera,forest,protect,0,0.0
224,2028,Boreal Plains,forest,protect,0,0.0
225,2028,Mixedwood Plains,peatland,protect,0,0.0
226,2028,Boreal Shield,forest,protect,0,0.0
227,2028,Atlantic Maritime,wetland,protect,0,0.0
228,2028,Pacific Maritime,wetland,protect,0,0.0
229,2028,Boreal Shield,riparian,protect,0,0.0
230,2028,Boreal Shield,riparian,protect,95,0.31666666666666665
231,2028,Prairies,grassland,protect,0,0.0
232,2028,Montane Cordillera,forest,protect,0,0.0
233,2028,Atlantic Maritime,peatland,protect,42,0.14
234,2028,Montane Cordillera,riparian,protect,0,0.0
235,2028,Hudson Plains,wetland,protect,0,0.0
236,2028,Taiga Plains,peatland,protect,0,0.0
237,2028,Hudson Plains,peatland,protect,68,0.22666666666666666
238,2028,Boreal Shield,forest,protect,0,0.0
239,2028,Boreal Shield,wetland,protect,0,0.0
240,2028,Hudson Plains,wetland,protect,0,0.0
241,2028,Hudson Plains,peatland,protect,0,0.0
242,2028,Boreal Plains,grassland,protect,0,0.0
243,2028,Atlantic Maritime,grassland,protect,0,0.0
244,2028,Atlantic Maritime,forest,protect,0,0.0
245,2028,Mixedwood Plains,forest,protect,0,0.0
246,2028,Atlantic Maritime,peatland,protect,0,0.0
247,2028,Prairies,grassland,protect,0,0.0
248,2028,Prairies,grassland,protect,0,0.0
249,2028,Prairies,riparian,protect,0,0.0
250,2028,Pacific Maritime,forest,protect,0,0.0
251,2028,Mixedwood Plains,riparian,protect,0,0.0
252,2028,Taiga Plains,forest,protect,0,0.0
253,2028,Boreal Plains,forest,protect,0,0.0
254,2028,Boreal Plains,wetland,protect,0,0.0
255,2028,Hudson Plains,forest,protect,0,0.0
256,2028,Hudson Plains,forest,protect,0,0.0
257,2028,Boreal Shield,forest,protect,0,0.0
258,2028,Boreal Shield,forest,protect,0,0.0
259,2028,Atlantic Maritime,peatland,protect,0,0.0
260,2028,Boreal Shield,forest,protect,0,0.0
261,2028,Hudson Plains,peatland,protect,0,0.0
262,2028,Prairies,grassland,protect,0,0.0
263,2028,Boreal Shield,forest,protect,0,0.0
264,2028,Mixedwood Plains,forest,protect,0,0.0
265,2028,Boreal Shield,grassland,protect,0,0.0
266,2028,Boreal Plains,grassland,protect,0,0.0
267,2028,Boreal Shield,wetland,protect,16,0.05333333333333334
268,2028,Boreal Shield,peatland,protect,33,0.11
269,2028,Boreal Shield,forest,protect,0,0.0
270,2028,Boreal Shield,forest,protect,0,0.0
271,2028,Boreal Shield,peatland,protect,0,0.0
272,2028,Boreal Shield,forest,protect,0,0.0
273,2028,Atlantic Maritime,peatland,protect,17,0.056666666666666664
274,2028,Pacific Maritime,forest,protect,0,0.0
275,2028,Prairies,grassland,protect,0,0.0
276,2028,Prairies,grassland,protect,0,0.0
277,2028,Taiga Plains,wetland,protect,13,0.043333333333333335
278,2028,Mixedwood Plains,forest,protect,0,0.0
279,2028,Mixedwood Plains,forest,protect,0,0.0
280,2028,Boreal Shield,peatland,protect,0,0.0
